,x,y,z,lat,lng,elevation
105,725.4532235281076,1613.027944714762,1.5,-22.819567,-47.067232,604.0
106,725.9532235281076,1613.527944714762,1.5,-22.819567,-47.067232,604.0
107,676.8709619306028,1585.048499519005,1.5,-22.819809,-47.067704,608.0
108,677.3709619306028,1585.548499519005,1.5,-22.819809,-47.067704,608.0
109,492.6739389991853,1517.778607496992,1.5,-22.820393,-47.069507,598.0
110,493.1739389991853,1518.278607496992,1.5,-22.820393,-47.069507,598.0
111,401.8320308937691,1515.397488268092,1.5,-22.820403,-47.070392,595.0
112,402.3320308937691,1515.897488268092,1.5,-22.820403,-47.070392,595.0
113,390.3696039379574,1585.907950209454,1.5,-22.819765,-47.070494,597.0
114,390.8696039379574,1586.407950209454,1.5,-22.819765,-47.070494,597.0
115,388.6124806638691,1674.609975927509,1.5,-22.818964,-47.070499,598.0
116,389.1124806638691,1675.109975927509,1.5,-22.818964,-47.070499,598.0
117,386.132894256385,1734.280163252726,1.5,-22.818425,-47.070515,598.0
118,386.632894256385,1734.780163252726,1.5,-22.818425,-47.070515,598.0
119,387.132894256385,1735.280163252726,1.5,-22.818425,-47.070515,598.0
120,387.632894256385,1735.780163252726,1.5,-22.818425,-47.070515,598.0
121,982.2037863839652,1375.646491667256,1.5,-22.821738,-47.064759,596.0
122,982.7037863839652,1376.146491667256,1.5,-22.821738,-47.064759,596.0
123,1087.531174018863,1245.192584590986,1.5,-22.822929,-47.063751,598.0
124,1088.031174018863,1245.692584590986,1.5,-22.822929,-47.063751,598.0
125,1059.190586089157,1105.669973572716,1.5,-22.824185,-47.064046,607.0
126,1059.690586089157,1106.169973572716,1.5,-22.824185,-47.064046,607.0
127,924.8530362233288,1298.745739661157,1.5,-22.822425,-47.065328,596.0
128,925.3530362233288,1299.245739661157,1.5,-22.822425,-47.065328,596.0
129,951.7150117773564,1037.373021841981,1.5,-22.824788,-47.065102,613.0
130,952.2150117773564,1037.873021841981,1.5,-22.824788,-47.065102,613.0
131,808.3171709853923,968.0185836534948,1.5,-22.825396,-47.066508,618.0
132,808.8171709853923,968.5185836534948,1.5,-22.825396,-47.066508,618.0
133,648.3299975820701,1144.782251318917,1.5,-22.82378,-47.068042,609.0
134,648.8299975820701,1145.282251318917,1.5,-22.82378,-47.068042,609.0
135,772.9714010498719,1211.770926330239,1.5,-22.823191,-47.066819,614.0
136,773.4714010498719,1212.270926330239,1.5,-22.823191,-47.066819,614.0
137,869.1943015930592,1262.410054802895,1.5,-22.822746,-47.065875,605.0
138,869.6943015930592,1262.910054802895,1.5,-22.822746,-47.065875,605.0
139,962.787995519815,1111.965040823445,1.5,-22.824116,-47.064984,611.0
140,963.287995519815,1112.465040823445,1.5,-22.824116,-47.064984,611.0
141,725.2135522243334,728.5893913432956,1.5,-22.827547,-47.06735,619.0
142,725.7135522243334,729.0893913432956,1.5,-22.827547,-47.06735,619.0
143,1262.077213367797,386.0670370459557,1.5,-22.830707,-47.062168,641.0
144,1262.577213367797,386.5670370459557,1.5,-22.830707,-47.062168,641.0
145,1263.077213367797,387.0670370459557,1.5,-22.830707,-47.062168,641.0
146,1257.637556180474,505.4144593859091,1.5,-22.829629,-47.062195,638.0
147,1258.137556180474,505.9144593859091,1.5,-22.829629,-47.062195,638.0
148,1090.64419911633,515.7082393337041,1.5,-22.829515,-47.06382,634.0
149,1091.14419911633,516.2082393337041,1.5,-22.829515,-47.06382,634.0
150,1091.64419911633,516.7082393337041,1.5,-22.829515,-47.06382,634.0
151,899.0858741856646,586.4689986817539,1.5,-22.828852,-47.065676,628.0
152,899.5858741856646,586.9689986817539,1.5,-22.828852,-47.065676,628.0
153,900.0858741856646,587.4689986817539,1.5,-22.828852,-47.065676,628.0
154,1013.407155296591,642.2346942704171,1.5,-22.828363,-47.064555,632.0
155,1013.907155296591,642.7346942704171,1.5,-22.828363,-47.064555,632.0
156,1077.482312561246,663.9553880244493,1.5,-22.828175,-47.063928,628.0
157,1077.982312561246,664.4553880244493,1.5,-22.828175,-47.063928,628.0
158,1078.482312561246,664.9553880244493,1.5,-22.828175,-47.063928,628.0
159,1173.128727059113,718.9048017449677,1.5,-22.827691,-47.062989,627.0
160,1173.628727059113,719.4048017449677,1.5,-22.827691,-47.062989,627.0
161,1174.128727059113,719.9048017449677,1.5,-22.827691,-47.062989,627.0
162,1162.35419368709,784.551281475462,1.5,-22.827097,-47.063085,619.0
163,1162.85419368709,785.051281475462,1.5,-22.827097,-47.063085,619.0
164,1163.35419368709,785.551281475462,1.5,-22.827097,-47.063085,619.0
165,709.9138599255821,794.6154379844666,1.5,-22.826949,-47.06749,611.0
166,710.4138599255821,795.1154379844666,1.5,-22.826949,-47.06749,611.0
167,1359.739790419233,730.3730941955,1.5,-22.827611,-47.06117,613.0
168,1360.239790419233,730.8730941955,1.5,-22.827611,-47.06117,613.0
169,1360.739790419233,731.3730941955,1.5,-22.827611,-47.06117,613.0
170,1453.46719383751,562.4260364174843,1.5,-22.829139,-47.06028,630.0
171,1275.426118680276,885.8235109280795,1.5,-22.826197,-47.06197,603.0
172,1235.858190246858,645.8981169229373,1.5,-22.828358,-47.062388,635.0
173,1236.358190246858,646.3981169229373,1.5,-22.828358,-47.062388,635.0
174,1408.889532125439,2336.880150362849,1.5,-22.813114,-47.060473,622.0
